<i>element</i>.onabort | <b>DOM event</b> that occurs when the loading of a media is aborted. |  | &lt;<i>element</i> onabort | &lt;video onabort="myFunction()"&gt; |  
<b>Events property/method</b>: newvalue | <b>Events property/method</b> that returns the new value of the changed storage item. |  |  |  |  
<b>Events property/method</b>: <em>event</em>.newURL | <b>Events property/method</b> that returns the url of the document, after the hash has been changed. |  | <em>event</em>.newURL | event.newURL; |  
<b>Events property/method</b>: offsetx | <b>Events property/method</b> that returns the horizontal coordinate of the mouse pointer relative to the  position of the edge of the target element. |  |  |  |  
<b>Events property/method</b>: offsety | <b>Events property/method</b> that returns the vertical coordinate of the mouse pointer relative to the  position of the edge of the target element. |  |  |  |  
<b>Events property/method</b>: oldvalue | <b>Events property/method</b> that returns the old value of the changed storage item. |  |  |  |  
<b>Events property/method</b>: <em>event</em>.oldURL | <b>Events property/method</b> that returns the url of the document, before the hash was changed. |  | <em>event</em>.oldURL | event.oldURL; |  
<b>Events property/method</b>: <em>event</em>.pageX | <b>Events property/method</b> that returns the horizontal coordinate of the mouse pointer, relative to the document, when  the mouse event was triggered. |  | <em>event</em>.pageX | var x = event.pageX;     // Get the horizontal coordinate<br/>var y = event.pageY;     // Get the vertical coordinate<br/>var coor = "X coords: " + x + ", Y coords: " + y;<br/> |  
<b>Events property/method</b>: <em>event</em>.pageY | <b>Events property/method</b> that returns the vertical coordinate of the mouse pointer, relative to the document, when  the mouse event was triggered. |  | <em>event</em>.pageY | var x = event.pageX;     // Get the horizontal coordinate<br/>var y = event.pageY;     // Get the vertical coordinate<br/>var coor = "X coords: " + x + ", Y coords: " + y;<br/> |  
<b>Events property/method</b>: <em>event</em>.persisted | <b>Events property/method</b> that returns whether the webpage was cached by the browser. |  | <em>event</em>.persisted | function myFunction(event) { <br/>  alert(event.persisted);<br/>}<br/> |  
<b>Events property/method</b>: <em>event</em>.preventDefault() | <b>Events property/method</b> that cancels the event if it is cancelable, meaning that the default  action that belongs to the event will not occur. |  | <em>event</em>.preventDefault() | document.getElementById("myAnchor").addEventListener("click", function(event){<br/>     event.preventDefault()<br/>});<br/> |  
<b>Events property/method</b>: <em>event</em>.propertyName | <b>Events property/method</b> that returns the name of the css property associated with the animation or transition. |  | <em>event</em>.propertyName | document.getElementById("myDIV").addEventListener("transitionend", myFunction);<br/><br/>function myFunction(event) {<br/>     this.innerHTML = "Property name is: " + event.propertyName;<br/>} |  
<b>Events property/method</b>: pseudoelement | <b>Events property/method</b> that returns the name of the pseudo-element of the animation or transition. |  |  |  |  
<b>Events property/method</b>: region | <b>Events property/method</b> that . |  |  |  |  
<b>Events property/method</b>: <em>event</em>.relatedTarget | <b>Events property/method</b> that returns the element related to the element that triggered the mouse event. |  | <em>event</em>.relatedTarget | &lt;p onmouseover="getRelatedElement(event)"&gt;Mouse over this paragraph.&lt;/p&gt;<br/> <br/>&lt;script&gt;<br/>function getRelatedElement(event) { <br/>  alert("The cursor just exited the " + event.relatedTarget.tagName + " element.");<br/>}<br/>&lt;/script&gt;<br/> |  
<b>Events property/method</b>: <em>event</em>.relatedTarget | <b>Events property/method</b> that returns the element related to the element that triggered the event. |  | <em>event</em>.relatedTarget | function getRelatedElement(event) { <br/>  alert(event.relatedTarget.tagName);<br/>}<br/> |  
<b>Events property/method</b>: repeat | <b>Events property/method</b> that returns whether a key is being hold down repeatedly, or not. |  |  |  |  
<b>Events property/method</b>: <em>event</em>.screenX | <b>Events property/method</b> that returns the horizontal coordinate of the mouse pointer, relative to the screen, when an event was triggered. |  | <em>event</em>.screenX | var x = event.screenX;     // Get the horizontal coordinate<br/>var y = event.screenY;     // Get the vertical coordinate<br/>var coor = "X coords: " + x + ", Y coords: " + y;<br/> |  
<b>Events property/method</b>: <em>event</em>.screenY | <b>Events property/method</b> that returns the vertical coordinate of the mouse pointer, relative to  the screen, when an event was triggered. |  | <em>event</em>.screenY | var x = event.screenX;     // Get the horizontal coordinate<br/>var y = event.screenY;     // Get the vertical coordinate<br/>var coor = "X coords: " + x + ", Y coords: " + y;<br/> |  
<b>Events property/method</b>: <em>event</em>.shiftKey | <b>Events property/method</b> that returns whether the "shift" key was pressed when an event was triggered. |  | <em>event</em>.shiftKey | if (event.shiftKey) {<br/>  alert("The SHIFT key was pressed!");<br/>  } else {<br/>  alert("The SHIFT key was NOT pressed!");<br/>}<br/> |  
<b>Events property/method</b>: <em>event</em>.shiftKey | <b>Events property/method</b> that returns whether the "shift" key was pressed when the key event was triggered. |  | <em>event</em>.shiftKey | var x = document.getElementById("demo");<br/>if (event.shiftKey) {<br/>  x.innerHTML = "The SHIFT key was pressed!";<br/>} else {<br/>  x.innerHTML = "The SHIFT key was NOT pressed!";<br/>}<br/> |  
<b>Events property/method</b>: state | <b>Events property/method</b> that returns an object containing a copy of the history entries. |  |  |  |  
<b>Events property/method</b>: <em>event</em>.stopImmediatePropagation() | <b>Events property/method</b> that prevents other listeners of the same event from being called. |  | <em>event</em>.stopImmediatePropagation() | var x = document.getElementById("myBtn");<br/>x.addEventListener("click", myFunction);<br/>x.addEventListener("click", someOtherFunction);<br/> <br/>function myFunction(event) {<br/>  alert ("Hello World!");<br/>  event.stopImmediatePropagation();<br/>} <br/><br/>// This function will not be executed<br/>function someOtherFunction() {<br/>  alert ("I will not get to say Hello World"); <br/>}<br/> |  
<b>Events property/method</b>: <em>event</em>.stopPropagation() | <b>Events property/method</b> that prevents further propagation of an event during event flow. |  | <em>event</em>.stopPropagation() | function func1(event) {<br/>  alert("DIV 1");<br/>     event.stopPropagation();<br/>}<br/> |  
<b>Events property/method</b>: storagearea | <b>Events property/method</b> that returns an object representing the affected storage object. |  |  |  |  
<b>Events property/method</b>: <em>event</em>.target | <b>Events property/method</b> that returns the element that triggered the event. |  | <em>event</em>.target | alert(event.target);<br/> |  
<b>Events property/method</b>: <em>event</em>.targetTouches | <b>Events property/method</b> that returns a list of all the touch objects that are in contact with the    surface and where the touchstart event occured on the same target element as    the current target element. |  | <em>event</em>.targetTouches | function countTouches(event) {<br/>  var x = event.targetTouches.length;<br/>}<br/> |  
<b>Events property/method</b>: <em>event</em>.timeStamp | <b>Events property/method</b> that returns the time (in milliseconds relative to the epoch) at which  the event was created. |  | <em>event</em>.timeStamp | var n = event.timeStamp; |  
<b>Events property/method</b>: total | <b>Events property/method</b> that returns the total amount of work that will be loaded. |  |  |  |  
<b>Events property/method</b>: <em>event</em>.touches | <b>Events property/method</b> that returns a list of all the touch objects that are currently in contact with    the surface. |  | <em>event</em>.touches | function countTouches(event) {<br/>  var x = event.touches.length;<br/>}<br/> |  
<b>Events property/method</b>: object.addEventListener("webkitTransitionEnd", <em>myScript</em>);  // Code for Safari 3.1 to 6.0<em><br/>object</em>.addEventListener("transitionend", <em>myScript</em>);        // Standard syntax<br/> | <b>Events property/method</b> that occurs when a css transition has completed. |  | object.addEventListener("webkitTransitionEnd", <em>myScript</em>);  // Code for Safari 3.1 to 6.0<em><br/>object</em>.addEventListener("transitionend", <em>myScript</em>);        // Standard syntax<br/> | // Code for Safari 3.1 to 6.0<br/>  document.getElementById("myDIV").addEventListener("webkitTransitionEnd", myFunction);<br/><br/>// Standard syntax<br/>  document.getElementById("myDIV").addEventListener("transitionend", myFunction); |  
<b>Events property/method</b>: <em>event</em>.type | <b>Events property/method</b> that returns the name of the event. |  | <em>event</em>.type | var x = event.type; |  
<b>Events property/method</b>: url | <b>Events property/method</b> that returns the url of the changed item's document. |  |  |  |  
<b>Events property/method</b>: <em>event</em>.which | <b>Events property/method</b> that returns which mouse button was pressed when the mouse event was triggered. |  | <em>event</em>.which | alert("You pressed button: " + event.which)<br/> |  
<b>Events property/method</b>: <em>event</em>.which | <b>Events property/method</b> that returns the unicode character code of the key that triggered the onkeypress event, or the  unicode key code of the key that triggered the onkeydown or  onkeyup event. |  | <em>event</em>.which | var x = event.which; |  
<b>Events property/method</b>: <em>event</em>.view | <b>Events property/method</b> that returns a reference to the window object where the event occurred. |  | <em>event</em>.view | var x = event.view;<br/> |  
